"code","iso","country","GDP.raw.1997","GDP.raw.1998","GDP.raw.1999","GDP.raw.2000","GDP.raw.2001","GDP.raw.2002","GDP.raw.2003","GDP.raw.2004","GDP.raw.2005","GDP.raw.2006","GDP.raw.2007","GDP.raw.2008","GDP.raw.2009","GDP.raw.2010","GDP.raw.2011","GDP.raw.2012","GDP.raw.2013","GDP.raw.2014","GDP.raw.2015","GDP.raw.2016"
586,"PAK","Pakistan",436809903655.477,447949579620.862,464345128860.734,484126640027.63,493724373362.681,509644170039.429,534343162148.067,573716619354.5,617705218216.351,655864217731.327,687560936960.628,699259136320.384,719059767225.284,730612842689.226,750693024684.963,777020079943.001,811181430791.264,849101793880.401,889115357627.429,NA
585,"PLW","Palau",274419186.311624,279907432.824071,264792572.019472,261316032.066604,272598054.454544,290588306.370448,272140675.168546,291045685.656445,294704719.944426,286624352.558469,286471892.79647,270463617.786555,245917596.104686,253997963.490643,266804583.498575,275342330.170529,268634100.642565,280068582.792504,306291661.856364,NA
591,"PAN","Panama",27960265051.5184,30012968400.4904,31188638325.725,32035526366.7639,32219497720.9882,32937718507.0895,34322912928.705,36904710003.9147,39558630611.5615,42981427517.5447,48132315530.0233,52277300164.0442,53112879035.6646,56176084584.9009,62809393855.1306,68606670918.0419,73151285881.6534,77579377510.2612,82061443525.3673,NA
598,"PNG","Papua New Guinea",10443937218.1036,10050293386.0913,10236781991.646,9981390482.79595,9969284178.29171,9953442950.05745,10168845660.8538,10445557788.631,11108307125.4775,11363183472.4337,12175851359.899,12980791818.9572,13778004849.6085,14835374636.6275,16418209555.3196,17746039336.5822,18728710649.0005,20327000424.5066,NA,NA
600,"PRY","Paraguay",33464886317.7391,33487654195.2671,33030188982.992,32265822175.3373,31996706533.9344,31989858606.8284,33372060396.3309,34726104772.5917,35466981414.1533,37171921863.8843,39187243129.5966,41679205776.947,40026335228.2801,45266984771.214,47232661525.6067,46647463724.8769,53195031260.9932,55707078172.8341,57357253470.3615,NA
604,"PER","Peru",163825754422.975,163184315068.281,165623774762.088,170086294377.68,171137244537.578,180470263692.452,187986891930.036,197307664032.792,209708569743.291,225497316246.004,244706052052.742,267039317031.152,269965597046.66,292460370024.879,310964900334.817,330057289146.432,349373952099.962,357599378478.891,369225658142.909,NA
608,"PHL","Philippines",307868637739.823,306093090990.744,315526655884.349,329445207189.109,338979326483.167,351338167446.152,368800952295.304,393501899212.424,412302095671.424,433918900933.804,462629876187.425,481841771428.006,487374907008.677,524572646173.04,543770720548.511,580115323633.749,621094861179.511,659717183968.628,698673579752.035,NA
612,"PCN","Pitcairn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,"POL","Poland",492427092117.632,515150866723.254,539065255398.056,563644319418.359,570678631177.838,582329628335.469,603074955669.049,634046771739.267,656198200769.411,696748650948.141,745763538890.811,777455844036.244,799381824258.012,828215210575.654,869763587028.928,883737532109.831,896028779347.904,925441552087.749,961912377812.453,NA
620,"PRT","Portugal",236775861281.543,248121616253.189,257769117387.503,267532108899.111,272731071143.289,274827819009.739,272260361735.737,277192584306.018,279318055511.198,283656013692.769,290724726932.707,291304060640.11,282628721932.129,287994970166.18,282733725683.416,271344485394.571,268277869876.533,270673842796.877,274992615752.428,NA
630,"PRI","Puerto Rico",111919872478.857,119469630932.662,121938308150.618,123782567145.197,135974471720.56,138385663002.035,140036487053.33,142502413697.865,143312681168.627,142037815704.817,137314061530.999,134844044733.146,131660223766.556,128220560543.109,125796598245.822,122308888721.51,121602747285.265,NA,NA,NA
634,"QAT","Qatar",51823739059,57638275464,60107612232,64156673607.27,66657620462.8021,71445071925.4044,74102799053.9781,88344553231.7528,94963997259.8675,119816308666.494,141366058696.533,166336332183.597,186224437444.793,222710146611.602,252498021613.775,264333258304.437,275991080905.441,286972440751.688,297162877140.175,NA
178,"COG","Republic of Congo",13293226706.6389,13790068069.6167,13433981020.5281,14451736788.5294,15001278806.2564,15688617908.716,15816207801.9869,16366079083.9546,17635392731.8501,18735135295.7855,18438703722.81,19466157004.2768,20920060528.5036,22750912218.9399,23529134761.3866,24423240906.7126,25263572638.6131,26976427946.1947,27690345066.6051,NA
638,"REU","Reunion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",236519022059.477,231582285447.058,230652418832.369,236176762306.1,249383772387.206,262312306509.326,276803167129.809,299940012507.02,312453252817.767,337623112525.137,360796743834.357,391316482741.424,363662819694.969,360759097412.71,364569775773.055,366906542945.306,379864226153.902,391549998116.842,405892316713.625,NA
643,"RUS","Russia",1858412496492.53,1759916634201.07,1872551298790.16,2059806428655.08,2164691447196.98,2267377263737.19,2432801806036.38,2607378427585.68,2773629752631.32,2999775767691.79,3255809035565.88,3426672380850.65,3158676273694.51,3300934386468.09,3441692056998.75,3562768782749.03,3608352767277.39,3634746359911.87,3531946979892.73,NA
646,"RWA","Rwanda",5056176864.73566,5504086862.07436,5921356996.34711,6413937213.59927,6969958493.20551,7911636818.63661,8026461202.83583,8584010532.13986,9177337461.49055,10024889312.301,10788069485.6552,11992283427.5307,12743958372.1409,13675881900.4076,14749703249.8507,16045959021.6784,16797633966.2886,17975002374.428,19216033048.2844,NA
654,"SHN","Saint Helena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",805181285.121542,799808200.434859,826909700.429675,868411743.164318,911642633.911935,928404006.018547,904740693.69759,946405306.032982,1034030129.5778,1094885031.36055,1093204762.96945,1161988279.80985,1126895750.78125,1101550703.75514,1127973937.87452,1121199885.7461,1190937335.50258,1261953602.36549,1309439800.22728,NA
662,"LCA","Saint Lucia",1370883976.0691,1457978287.53998,1492365971.90017,1558336929.25128,1508021920.26034,1508706659.49967,1580875149.4835,1710748603.48642,1697284808.20549,1836846401.3989,1833622360.14914,1910217378.81829,1903374544.17894,1871043356.41378,1875503371.93071,1848335043.33363,1849490497.27979,1857576269.42162,1901601071.44812,NA
666,"SPM","Saint Pierre and Miquelon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",750152785.629215,780830158.079966,801997822.921766,815130043.169074,829063995.230257,881488285.24682,949272894.15673,988727374.323136,1013326959.39833,1090964090.85732,1117620962.50302,1145578638.88971,1121532241.48905,1083921367.41136,1079375927.09453,1094278255.28341,1114328563.05479,1127166923.02343,1145236353.18916,NA
882,"WSM","Samoa",676497830.615033,691346188.987416,706455137.233733,755333286.736156,807751648.070909,842840344.085509,880898624.033888,921640202.551895,959948104.786922,978847639.215345,1040736668.85208,1051238603.71866,1000692190.18202,1005487093.99996,1063589611.12987,1067866343.45246,1047215316.67029,1059741554.79038,1077065955.66864,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",262299430.9,268834123.7,276294370.6,276900797.389447,285733748.179649,292525289.270739,311754359.312762,323701494.301333,346664135.261305,378264812.535631,390572055.056224,422544954.559275,432797083.968039,461673241.876136,481978562.179656,497122212.212761,521057624.579474,553403223.552657,575391345.423751,NA
682,"SAU","Saudi Arabia",706391415799.224,726414258382.931,720977105025.244,756049323715.856,760189789608.814,761160575032.432,819459920274.663,895294431130.422,960257151888.884,1013808267972.3,1074558799222.58,1165113638371.54,1186425618565.74,1242921806955.03,1366703554588.84,1440293242118.96,1478747795506.51,1532554977479.37,1585973971113.69,NA
686,"SEN","Senegal",16222619058.587,17179538230.2989,18272129890.2947,18854396726.0598,19718100881.4342,19847215734.0664,21173650439.7659,22416707226.4485,23677110544.1205,24259939254.1622,25458012735.4106,26395510267.0267,27035119914.6308,28165015730.3204,28661034905.9366,29925324826.7509,30968287438.6453,32303346110.5784,34398281017.759,NA
688,"SRB","Serbia",61891221464.1563,63395460760.4458,55695075709.7703,60016573262.6008,63013029137.0788,67496902757.7085,70477170491.6828,76852896926.0227,81110875557.5063,85088835854.735,90099513251.7431,94934868894.5271,91976725254.1983,92514309059.3003,93810865401.54,92858431464.7545,95246503418.2287,93502253146.6635,94210733887.2606,NA
690,"SYC","Seychelles",1335461110.02699,1447685229.25311,1474785992.10925,1497119248.82187,1463117233.94719,1480862377.23571,1393682120.58042,1353955857.57944,1475889891.95732,1614713982.5559,1782990368.6188,1744711479.34902,1725428129.11537,1828176726.62899,1972370136.58509,2102748609.06036,2229961158.36295,2303928636.12486,2384515771.42966,NA
694,"SLE","Sierra Leone",3915151060.96964,3985037066.5423,3906161802.19524,4166028117.63157,3868560390.62523,4884776140.3685,5343084642.61762,5685979059.76953,5932323215.23361,6260133495.47595,6764595182.87379,7129861455.62975,7461365284.71649,7861678217.38886,8239839598.10149,9490793018.72056,11456883708.9668,11978947819.8427,9511431824.32316,NA
702,"SGP","Singapore",184115799738.739,180018800202.006,190991314200.892,207984851215.768,206004232139.003,214680484680.627,224202268643.958,245611736698.968,264005986397.692,287397434545.84,313583729815.882,319189416002.053,317263464416.269,365615612590.599,388311014282.003,402562556977.468,421384279235.337,435121471159.851,443860330454.631,NA
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214600998.53945,NA,NA,NA,NA,NA
703,"SVK","Slovakia",80045980799.3515,83257276426.6318,83086541196.933,84092032397.8966,86880917906.687,90810361317.6689,95731116836.4731,100765459657.34,107568096372.995,116660706811.781,129259569729.464,136536597873.784,129132843080.898,135643355150.545,139467276321.22,141778456459.842,143891871970.657,147591119892.014,153245460822.683,NA
705,"SVN","Slovenia",39906707659.8815,41217895026.271,43391872631.1127,45194993242.3199,46527958795.7851,48312913334.4512,49686006435.3226,51848239846.6964,53923728705.9279,56973654376.1001,60928563587.6141,62939285575.3855,58031735404.3469,58750026638.2386,59131529881.2443,57541238481.0834,56915809657.2816,58683774179.5408,60043268817.3717,NA
90,"SLB","Solomon Islands",821684949.120169,836342710.851784,832306515.224281,713557324.401916,656625693.512172,638240157.534976,679725779.457378,713021269.551109,751675530.36168,803891798.578851,862736688.39363,923943500.846637,880260630.548226,940959502.648925,1062611217.02648,1112135401.37642,1145659464.62869,1162929436.60713,1206358336.72939,NA
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",406858468963.814,408892761298.368,418706187589.523,436291847455.43,448071727348.241,464652058855.399,478354998724.168,500141963714.947,526534715067.638,555941920907.478,585743043329.055,604434360911.322,595137621679.304,613228226032.098,633367849861.212,647385920661.183,662472228350.571,673263049955.896,681777480395.784,NA
410,"KOR","South Korea",858743906646.25,809676158022.456,896559184322.152,975736820161.216,1019892028728.14,1095694826694.76,1127833824631.12,1183096007278.77,1229516996715.92,1293158443794.78,1363808940935.67,1402394020663.7,1412316217558.88,1504071486988.99,1559446833866.66,1595195319034.79,1641395685771.39,1696242061195.7,1740546808209.43,NA
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34431181839.3547,36167078722.6892,38153886954.9423,36383425753.1343,19617170973.6121,22192852779.8577,22941561619.7032,21484823398.0989,NA
724,"ESP","Spain",1059453002569.95,1105072820516.39,1154634244520.79,1215703925587.05,1264345081226.11,1300755211954.71,1342217714058.95,1384722346549.5,1436276984989.03,1496228897173.19,1552620197204.08,1569947015589.59,1513840060274.32,1514048766494.16,1498907060209.01,1454991909843.42,1430171277524,1449893314942.59,1496357762758.6,NA
144,"LKA","Sri Lanka",89922234371.1768,94147161354.5595,98195998156.2579,104087790607.568,102479209424.869,106542177723.794,112871069761.727,119016968675.274,126445707990.367,136141933974.233,145395264501.448,154046410898.054,159497977900.526,172283271063.257,186763228839.866,203841940568.039,210763820905.572,221046151065.778,231625385742.255,NA
275,"PSE","State of Palestine",9178728423.96431,11560387404.6056,13636289124.9561,12281582870.7516,11488843298.6773,11325996821.7719,12401562378.9094,13479752543.5817,14954393080.4409,14268928054.2385,14022503110.9328,12817945457.3714,15502124219.2051,15864480536.5856,17107576501.6453,19594339829.2496,18755698038.8829,18551000395.5424,20850070938.4224,NA
729,"SDN","Sudan",67879729978.1642,70804330929.8085,73002165107.4278,77634785973.4331,82681326873.5433,87995482216.9944,94801573495.9229,98483009911.5992,105859129468.495,116513118306.148,129937654974.458,140075343173.136,144616372285.105,149633598838.509,146689215152.158,147454286346.948,153934476283.923,158059014825.417,165813461495.166,NA
740,"SUR","Suriname",4594740350.581,4666611336.94644,4625962462.95757,4622785018.04806,4833263998.66489,5041091663.82541,5344069063.47245,5838717803.89428,6105588949.77004,6340174067.50348,6664251291.97361,6940378314.86397,7149540401.06534,7518260916.66145,7914263443.50122,8157321361.85381,8388805093.61818,8543403157.33225,8517774601.31548,NA
744,"SJM","Svalbard and Jan Mayen Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,"SWZ","Swaziland",5926112278.87525,6080430572.50854,6259856472.48078,6370040844.92386,6490915517.08247,6701469058.78522,7006721228.75168,7224848902.98597,7599955542.53531,7985613148.57361,8309337681.95373,8676893980.87679,8899871717.04085,9061139916.77736,9233465789.05422,9549981964.80845,9986751736.31494,10261235870.843,10452834006.7968,NA
752,"SWE","Sweden",286554844858.768,298666921237.675,312196988989.073,326980412839.039,332092458224.36,338978651763.079,347065801848.275,362060883277.643,372264952385.367,389717206697.339,402986878421.322,400742049575.134,379964940714.511,402720761918.787,413450885918.452,412267090797.332,417384170200.757,428254217021.832,445748230802.172,NA
756,"CHE","Switzerland",332337499603.063,342124082784.166,347746454232.635,361468885784.461,366697875895.764,367223700022.667,367406240127.142,377851409793.304,389331689384.423,404954734992.921,421721271757.333,431324877605.285,422139303169.674,434608524693.076,442451269840.816,447088613263.491,455049381545.482,464136199660.449,468045326174.656,NA
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",5.1271e+11,5.34299e+11,5.70188e+11,6.06795e+11,5.99151e+11,6.32552e+11,6.58615e+11,7.01467e+11,7.39455e+11,7.81041e+11,8.31938e+11,8.37796e+11,8.24671e+11,9.12345e+11,9.47053e+11,9.66599e+11,9.88325e+11,1.02411e+12,1.04608e+12,NA
762,"TJK","Tajikistan",6201880974.35865,6530580713.61541,6772212178.67419,7334305858.05441,8082405132.74631,8955304880.51523,9940388158.76911,10964248309.0613,11698852623.1307,12517772528.4093,13494158953.9223,14560197218.6095,15113484857.4058,16095861426.4997,17286955072.7244,18583476559.5105,19958653930.8182,21295734185.9823,22573478237.1413,NA
834,"TZA","Tanzania",43121940270.3179,44721122425.64,46885795731.1924,49199068982.4716,52149944939.5634,55885734164.5553,59734152418.3555,64410320105.0015,69674791879.0266,72922035020.5017,79094434073.7384,83497301398.9383,87991415201.5312,93586689055.5195,100984255978.622,106175870333.219,113887487533.288,121819902871.073,130297806032.217,NA
764,"THA","Thailand",573425064843.98,529651322818.871,553868561612.212,578547150354.831,598473724512.5,635273154571.686,680945037832.023,723771636118.782,754081997464.186,791544163882.491,834565321921.129,848967147855.654,842699394988.661,905958400766.498,913511216940.895,979566840227.493,1006035885181.38,1014261567594.45,1042948285419.08,NA
626,"TLS","Timor-Leste",NA,NA,1031548025.2888,1212127050.7704,1410514751.52599,1316771112.70742,1286249927.97579,1292790181.84685,1373453312.9233,1294970266.47054,1443216020.88131,1648143975.50796,1861792268.62936,2055819800.13757,2221506231.53784,2350131224.33542,2417713847.66974,2559419348.20945,2669474380.18245,NA
768,"TGO","Togo",6389258014.63462,6242312966.80963,6397231657.89102,6347110652.51017,6243855458.3497,6186277681.45619,6492770478.53086,6630356525.81537,6708621715.48175,6980482743.28204,7140367481.75561,7299274948.58694,7555501154.42276,7857394710.04464,8241131319.98898,8638382159.23653,8981135250.1421,9508482932.38876,10018697437.2813,NA
772,"TKL","Tokelau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",409193168.805514,420318364.461197,436633881.668495,451347743.528355,467604335.348736,483591150.777377,493788065.074905,492052795.035871,499837898.753915,495778104.806674,475125100.882479,489828361.67974,501093436.291282,519007373.456783,533500127.439566,538245273.200066,521418839.845921,532184494.268111,551908321.939257,NA
780,"TTO","Trinidad and Tobago",18495722246.2221,19996811411.8242,21601470516.6607,23234485891.6293,24203021031.0831,26123944534.76,29896612153.5836,32273271332.4065,34277116487.2068,38804457830.8424,40649295468.1803,42027477868.3266,40182222585.8277,41517610649.3548,41395401723.1008,41931049507.5666,43043865355.6622,42795964865.3593,42548380978.4923,NA
788,"TUN","Tunisia",63131455620.3884,66151514565.4559,70156746998.8308,73461031524.7235,76249747322.6908,77258198739.4427,80891197404.9151,85935405733.5277,88931574432.6097,93595319776.6466,99875210438.1939,104107698970.785,107276163647.022,111042209915.176,108913333410.658,113267324926.338,116660425528.66,120006390807.025,121200025400.732,NA
792,"TUR","Turkey",800223647699.054,818694517877.073,791142631065.932,844738235242.349,796609472858.572,845711203059.452,890240141604.288,973591613367.865,1055389060352.27,1128142192696.13,1180810401007.19,1188590040925.5,1131230162980.57,1234816394148.46,1343143703631.64,1371718558194.15,1429227986962.89,1472392361703.97,1530874978697.69,NA
795,"TKM","Turkmenistan",18302267308.4614,19601728350.2973,22836013429.5441,24084929649.3187,25131141833.6894,25195774085.4105,26019380744.515,27320455794.4987,30883142515.0994,34270126251.2263,38060162142.2507,43655005977.1616,46317961391.909,50579213834.4319,58014358231.6118,64453951973.0168,71028255139.6201,78344165398.0803,83436536078.0671,NA
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",25634077.9572211,29607672.7701681,29144670.5382264,28861792.4202024,29333425.1762044,31646710.2311008,30591755.5841986,30178099.6427664,29037448.9687241,29658542.0943354,31542027.051028,34060109.3650969,32550275.3324274,31661839.0321006,34338316.8465706,34398222.8371069,34844776.3055454,35623858.7892491,36565093.5897095,NA
800,"UGA","Uganda",21899098686.2347,22973307615.3775,24823565951.1164,25603499391.3384,26930698036.2569,29282471269.8191,31178001380.5183,33300360686.57,35409127711.0129,39227911623.9711,42527930647.1515,46231582616.0196,49358938406.3144,52159660639.0429,57059586636.0315,59247414801.704,61356078258.6293,64536672413.8946,67856334117.2492,NA
804,"UKR","Ukraine",227541435812.515,223218148567.824,222771712276.408,235915243299.818,257619445701.624,271015656803.621,296491128571.161,332366555154.708,341340452061.716,366258305176.147,395192714090.521,404282146479.787,344448388739.992,358915221129.055,378531847053.314,379435331807.793,379333910074.22,354477604622.423,319491429433.531,NA
784,"ARE","United Arab Emirates",285826009787.23,286660605569.141,294980108792.537,326993427459.775,331568343545.314,339636915994.235,369526801416.005,404877348750.762,424534715700.418,466297553229.818,481146286697.324,496503688390.757,470472387748.485,478166723968.765,503068685411.632,537240237741.734,562645776803.703,579974615919.951,601767990622.548,NA
826,"GBR","United Kingdom",1755614682070.6,1811632473192.07,1871114675470.54,1941187217333.24,1994106064500.39,2041909737913.92,2112687207515.65,2166093344479,2230471713750.71,2286300611664.18,2344734319648.09,2330028024040.39,2229190524953.86,2271883131066.39,2306167251137.31,2336447656055.53,2381099002786.65,2454210261787.93,2508061255926.25,NA
840,"USA","United States of America",11400235991240.1,11907536342454.5,12465428188541.1,12975535505116,13102174374501.4,13336195938663,13710513079778.6,14229557848352.8,14705567303239.4,15097709758825.3,15366233131464.9,15321421898260.6,14896171302291.4,15273330534513,1.5517926e+13,15863049462118.7,16129125392354.4,16511459482557.4,16940121414373.4,NA
850,"VIR","United States Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,"URY","Uruguay",42541575183.0064,44463982200.4932,43601731262.0509,42760248090.9754,41116488580.2307,37937358718.0211,38242862166.4545,40156596317.4643,43152331451.8578,44920963140.1066,47859472816.8147,51293937820.6379,53470593085.6858,57643122516.3077,60618737180.8227,62763536432.1202,65674219687.9447,67801270546.5163,68467254386.5227,NA
860,"UZB","Uzbekistan",54655376594.4177,57005557787.9777,59456796774.5392,61716155048.0215,64308233565.0629,66880562905.6512,69689546546.6926,75055641629.0981,80309536546.8838,86172132712.7193,94721402573.4454,103246328805.335,111609281434.231,121096070356.98,131147044195.496,141901101820.769,153253189967.997,165666698358.432,178920034222.406,NA
548,"VUT","Vanuatu",471291296.642901,491563731.62887,493209429.073814,522417511.133698,504192935.72488,478422532.772211,498963274.955394,518845738.160598,546359361.369763,592609554.748395,623268288.630118,663459877.341069,685439080.994646,696605442.917373,705126498.576747,717499705.292432,731628322.616058,748682624.286249,742684971.375788,NA
862,"VEN","Venezuela",360954162379.544,362015566721.131,340401578826.557,352951994981.059,364932019037.874,332614926354.18,306819640805.661,362926541764.776,400372989517.047,439898408032.37,478405261853.999,503654793696.135,487526242853.028,480267994804.158,500326029131.469,528474156265.564,535572061140.563,514714815230.269,NA,NA
704,"VNM","Viet Nam",173829422209.232,183849741835.726,192625968991.962,205700102991.85,218438890912.423,232246022174.538,248268822701.405,266979380601.316,287128975835.916,307164706021.427,329064027510.377,347694879875.925,366463093253.073,390001890710.746,414339189417.434,436081087957.563,459724894293.841,487233244248.599,519776959707.559,NA
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",59584971678.2798,63164058953.7271,65548837262.1163,69601011053.782,72248387037.5168,75091528326.2722,77905506895.7779,81000456164.5499,85529797613.3848,88241442321.8446,91187319301.1396,94513440120.5946,98167546639.0082,105728712494.405,92285415711.8955,94493796674.5421,99051722973.8034,98864822047.4775,71086936232.9075,NA
894,"ZMB","Zambia",20447897511.2511,20369020518.4869,21316218630.7254,22146980494.3683,23324506283.799,24375511897.7183,26068384830.4686,27901616655.962,29920465748.8518,32285287958.3258,34981896044.8707,37701352196.3412,41177548236.8522,45418096902.1563,47945443548.246,51588154703.0654,54198193616.0752,56743246685.4208,58400082026.6953,NA
716,"ZWE","Zimbabwe",31860223106.5213,32779458060.4679,32511380801.9529,31516796013.3415,31970516559.7366,29127051330.2943,24176887249.033,22772805261.4588,21472231261.8404,20728971039.501,19971673934.6972,16442889532.5251,17426896293.3226,19409366289.1382,21720130515.1655,24014906671.6054,25091757935.9754,26057361624.5315,26180942292.4553,NA
